,latitude,longitude,rank,company_name,address,city,state,employee_count,revenue,profit
176,40.71281,-74.015409,177,BANK OF NEW YORK MELLON CORP.,225 LIBERTY STREET,New York,NY,52000,15683,3547.0
177,37.79086,-122.39103,178,GAP,2 FOLSOM STREET,San Francisco,CA,135000,15516,676.0
178,40.757353,-73.975244,179,OMNICOM GROUP,437 MADISON AVENUE,New York,NY,78500,15417,1148.6
179,33.89521,-84.46972,180,GENUINE PARTS,2999 CIRCLE 75 PARKWAY,Atlanta,GA,40000,15340,687.2
180,39.75385,-105.00405,181,DAVITA HEALTHCARE PARTNERS,2000 16TH STREET,Denver,CO,70300,15197,879.9
181,40.75705,-73.97471,182,COLGATE-PALMOLIVE,300 PARK AVENUE,New York,NY,36700,15195,2441.0
182,40.43992,-80.00357,183,PPG INDUSTRIES,1 PPG PLACE,Pittsburgh,PA,47000,15178,877.0
183,41.05943,-81.47725,184,GOODYEAR TIRE & RUBBER,200 INNOVATION WAY,Akron,OH,66000,15158,1264.0
184,41.09674,-73.56197,185,SYNCHRONY FINANCIAL,777 LONG RIDGE ROAD,Stamford,CT,15000,15122,2251.0
185,39.54506,-104.85536,186,DISH NETWORK,9601 SOUTH MERIDIAN BOULEVARD,Englewood,CO,16000,15095,1449.9
186,37.5592,-122.27658,187,VISA,900 METRO CENTER BOULEVARD,Foster City,CA,14200,15082,5991.0
187,47.61242,-122.33591,188,NORDSTROM,1617 6TH AVENUE,Seattle,WA,72500,14757,354.0
188,40.752557,-73.973738,189,INTL FCSTONE,708 3RD AVENUE,New York,NY,1464,14755,54.7
189,33.93671,-84.22019,190,WESTROCK,504 THRASHER STREET,Norcross,GA,39000,14706,-396.3
190,41.01936,-73.64796,191,XPO LOGISTICS,5 GREENWICH OFFICE PARK,Greenwich,CT,87000,14619,69.0
191,39.95213,-75.15845,192,ARAMARK,1101 MARKET STREET,Philadelphia,PA,217250,14416,287.8
192,40.76064,-73.97819,193,CBS,51 WEST 52ND STREET,New York,NY,18410,14386,1261.0
193,38.87985,-77.11261,194,AES,4300 WILSON BOULEVARD,Arlington,VA,19000,14287,-1130.0
194,28.03336,-82.54968,195,WELLCARE HEALTH PLANS,8725 HENDERSON ROAD,Tampa,FL,7400,14237,242.1
195,41.083253,-81.518515,196,FIRSTENERGY,76 SOUTH MAIN STREET,Akron,OH,15707,14156,-6177.0
196,41.2563,-95.92733,197,CONAGRA FOODS,1 CONAGRA DRIVE,Omaha,NE,20900,14134,-677.0
197,37.49628,-121.97965,198,SYNNEX,44201 NOBEL DRIVE,Fremont,CA,110000,14062,234.9
198,42.22831,-87.94421,199,CDW,200 NORTH MILWAUKEE AVENUE,Vernon Hills,IL,8516,13982,424.4
199,41.82491,-71.40919,200,TEXTRON,40 WESTMINSTER STREET,Providence,RI,36000,13788,962.0
200,29.75579,-95.36391,201,WASTE MANAGEMENT,1001 FANNIN STREET,Houston,TX,41200,13609,1182.0
201,42.08769,-87.84604,202,ILLINOIS TOOL WORKS,3600 WEST LAKE AVENUE,Glenview,IL,50000,13599,2035.0
202,26.40427,-80.12051,203,OFFICE DEPOT,6600 NORTH MILITARY TRAIL,Boca Raton,FL,38000,13585,529.0
203,38.66933,-90.39977,204,MONSANTO,800 NORTH LINDBERGH BOULEVARD,Saint Louis,MO,22450,13502,1336.0
204,40.87398,-74.00657,205,COGNIZANT TECHNOLOGY SOLUTIONS,500 FRANK W BURR BOULEVARD,Teaneck,NJ,260200,13487,1553.0
205,32.91043,-96.75812,206,TEXAS INSTRUMENTS,12500 TI BOULEVARD,Dallas,TX,29865,13370,3595.0
206,40.04054,-75.36449,207,LINCOLN NATIONAL,150 NORTH RADNOR CHESTER ROAD,Radnor,PA,9057,13330,1192.0
207,40.738661,-74.027717,208,NEWELL BRANDS,221 RIVER STREET,Hoboken,NJ,53400,13264,527.8
208,45.06354,-93.15133,209,LAND O'LAKES,4001 LEXINGTON AVENUE NORTH,Arden Hills,MN,10000,13233,244.9
209,40.75676,-73.98177,210,MARSH & MCLENNAN,1166 AVENUE OF THE AMERICAS,New York,NY,60000,13211,1768.0
210,44.94594,-93.09467,211,ECOLAB,370 WABAHA STREET NORTH,Saint Paul,MN,47565,13153,1229.6
211,44.82112,-93.46055,212,C.H. ROBINSON WORLDWIDE,14701 CHARLSON ROAD,Eden Prairie,MN,14125,13144,513.4
212,40.76459,-73.97049,213,LOEWS,667 MADISON AVENUE,New York,NY,15800,13105,654.0
213,34.05154,-118.25348,214,CBRE GROUP,400 SOUTH HOPE STREET,Los Angeles,CA,75000,13072,572.0
214,29.75788,-95.36738,215,KINDER MORGAN,1001 LOUISIANA STREET,Houston,TX,11121,13058,708.0
215,42.3523,-85.22982,216,KELLOGG,1 KELLOGG SQUARE,Battle Creek,MI,37369,13014,694.0
216,33.6705,-117.84007,217,WESTERN DIGITAL,3355 MICHAELSON DRIVE,Irvine,CA,72878,12994,242.0
217,40.70403,-74.00964,218,GUARDIAN LIFE INS. CO. OF AMERICA,7 HANOVER SQUARE,New York,NY,8876,12919,263.9
218,37.71041,-121.89039,219,ROSS STORES,5130 HACIENDA DRIVE,Dublin,CA,78600,12867,1117.7
219,40.05448,-82.89613,220,L BRANDS,3 LIMITED PARKWAY,Columbus,OH,59100,12574,1158.1
220,33.0811,-96.83171,221,J.C. PENNEY,6501 LEGACY DRIVE,Plano,TX,106000,12547,1.0
221,34.185167,-118.602327,222,FARMERS INSURANCE EXCHANGE,6303 OWENSMOUTH AVENUE,Los Angeles,CA,13309,12513,-147.9
222,36.09949,-80.24373,223,REYNOLDS AMERICAN,401 NORTH MAIN STREET,Winston-Salem,NC,5525,12503,6073.0
223,40.75793,-73.98644,224,VIACOM,1515 BROADWAY,New York,NY,9650,12488,1438.0
224,41.01613,-74.20762,225,BECTON DICKINSON,1 BECTON DRIVE,Franklin Lakes,NJ,50928,12483,976.0
225,43.52925,-116.14697,226,MICRON TECHNOLOGY,8000 SOUTH FEDERAL WAY,Boise,ID,31400,12399,-276.0
226,41.58857,-93.62759,227,PRINCIPAL FINANCIAL,711 HIGH STREET,Des Moines,IA,14854,12394,1316.5
227,30.43797,-97.64599,228,ARCONIC,1007 SOUTH HEATHERWILDE BOULEVARD,Austin,TX,41500,12394,-941.0
228,40.319335,-74.655125,229,NRG ENERGY,804 CARNEGIE CENTER,Princeton,NJ,8763,12351,-774.0
229,36.12171,-79.79907,230,VF,105 CORPORATE CENTER BOULEVARD,Greensboro,NC,69000,12207,1074.1
230,35.46728,-97.51843,231,DEVON ENERGY,333 WEST SHERIDAN AVENUE,Oklahoma City,OK,3545,12197,-3302.0
231,32.75605,-97.33065,232,D.R. HORTON,301 COMMERCE STREET,Fort Worth,TX,6976,12157,886.3
232,40.69729,-74.30522,233,BED BATH & BEYOND,650 LIBERTY AVENUE,Union,NJ,62000,12104,841.5
233,40.73403,-73.98852,234,CONSOLIDATED EDISON,4 IRVING PLACE,New York,NY,14960,12075,1245.0
234,34.05394,-118.08024,235,EDISON INTERNATIONAL,2244 WALNUT GROVE AVENUE,Rosemead,CA,12390,11869,1311.0
235,41.49747,-81.69359,236,SHERWIN-WILLIAMS,101 WEST PROSPECT AVENUE,Cleveland,OH,42550,11856,1132.7
236,36.07226,-95.92557,237,NGL ENERGY PARTNERS,6120 SOUTH YALE AVENUE,Tulsa,OK,3200,11742,-198.9
237,37.534,-77.45263,238,DOMINION RESOURCES,120 TREDEGAR STREET,Richmond,VA,16200,11737,2123.0
238,44.97526,-93.26949,239,AMERIPRISE FINANCIAL,55 AMERIPRISE FINANCIAL CENTER,Minneapolis,MN,13195,11735,1314.0
239,40.81623,-74.30939,240,ADP,1 ADP BOULEVARD,Roseland,NJ,57000,11668,1492.5
240,38.92871,-77.21557,241,HILTON WORLDWIDE HOLDINGS,7930 JONES BRANCH DRIVE,Mclean,VA,169000,11663,348.0
241,33.90543,-84.36033,242,FIRST DATA,5565 GLENRIDGE CONNECTOR NE,Atlanta,GA,24000,11584,420.0
242,40.76804,-73.4179,243,HENRY SCHEIN,135 DURYEA ROAD,Melville,NY,21000,11572,506.8
243,40.98003,-74.25564,244,"TOYS ""R"" US",1 GEOFFREY WAY,Wayne,NJ,64000,11540,-36.0
244,36.09576,-80.24518,245,BB&T CORP.,200 WEST 2ND STREET,Winston-Salem,NC,37500,11538,2426.0
245,38.661306,-90.56653,246,REINSURANCE GROUP OF AMERICA,16600 SWINGLEY RIDGE ROAD,Chesterfield,MO,2371,11522,701.4
246,37.667391,-122.383003,247,CORE-MARK HOLDING,395 OYSTER POINT BOULEVARD,South San Francisco,CA,7688,11507,54.2
247,42.36644,-71.08516,248,BIOGEN,225 BINNEY STREET,Cambridge,MA,7400,11449,3702.8
248,36.12198,-115.17141,249,LAS VEGAS SANDS,3355 LAS VEGAS BOULEVARD SOUTH,Las Vegas,NV,49000,11410,1670.0
249,41.69301,-72.80698,250,STANLEY BLACK & DECKER,1000 STANLEY DRIVE,New Britain,CT,54023,11407,965.3
250,41.50688,-81.46095,251,PARKER-HANNIFIN,6035 PARKLAND BOULEVARD,Cleveland,OH,48950,11361,806.8
251,42.24191,-85.55651,252,STRYKER,2825 AIRVIEW BOULEVARD,Kalamazoo,MI,33000,11325,1647.0
252,40.76391,-73.972322,253,ESTEE LAUDER,767 5TH AVENUE,New York,NY,46000,11262,1114.6
253,40.70987,-74.34783,254,CELGENE,86 MORRIS AVENUE,Summit,NJ,7132,11229,1999.2
254,40.75875,-73.97356,255,BLACKROCK,55 EAST 52ND STREET,New York,NY,13000,11155,3172.0
255,44.97975,-93.27008,256,XCEL ENERGY,414 NICOLLET MALL,Minneapolis,MN,11476,11107,1123.4
256,30.32474,-81.66411,257,CSX,500 WATER STREET,Jacksonville,FL,26628,11069,1714.0
257,35.04977,-85.30727,258,UNUM GROUP,1 FOUNTAIN SQUARE,Chattanooga,TN,9400,11047,931.4
258,32.784595,-96.797508,259,JACOBS ENGINEERING GROUP,1999 BRYAN STREET,Dallas,TX,49350,10964,210.5
259,25.77582,-80.36969,260,LENNAR,700 NW 107TH AVENUE,Miami,FL,8335,10950,911.8
260,29.77744,-95.54393,261,GROUP 1 AUTOMOTIVE,800 GESSNER ROAD,Houston,TX,13500,10888,147.1
261,40.7601,-73.97416,262,LEUCADIA NATIONAL,520 MADISON AVENUE,New York,NY,13000,10875,130.0
262,29.94917,-90.07648,263,ENTERGY,639 LOYOLA AVENUE,New Orleans,LA,13513,10846,-583.6
263,37.37627,-121.92257,264,PAYPAL HOLDINGS,2211 NORTH 1ST STREET,San Jose,CA,18100,10842,1401.0
264,37.37749,-121.9786,265,APPLIED MATERIALS,3050 BOWERS AVENUE,Santa Clara,CA,16150,10825,1721.0
265,40.75439,-73.9761,266,VOYA FINANCIAL,230 PARK AVENUE,New York,NY,6700,10782,-428.0
266,41.02329,-73.71059,267,MASTERCARD,2000 PURCHASE STREET,Purchase,NY,11900,10776,4059.0
267,41.09313,-73.45417,268,PRICELINE GROUP,800 CONNECTICUT AVENUE,Norwalk,CT,18500,10743,2135.0
268,39.55318,-104.84571,269,LIBERTY INTERACTIVE,12300 LIBERTY BOULEVARD,Englewood,CO,21080,10647,1235.0
269,35.14201,-90.05605,270,AUTOZONE,123 SOUTH FRONT STREET,Memphis,TN,66780,10636,1241.0
270,42.35306,-71.05899,271,STATE STREET CORP.,1 LINCOLN STREET,Boston,MA,33783,10635,2143.0
271,42.33338,-83.05739,272,DTE ENERGY,1 ENERGY PLAZA,Detroit,MI,10000,10630,868.0
272,40.74935,-73.97595,273,L-3 COMMUNICATIONS,600 3RD AVENUE,New York,NY,38000,10597,710.0
273,32.79448,-96.80818,274,HOLLYFRONTIER,2828 NORTH HARWOOD,Dallas,TX,2676,10536,-260.5
274,41.38683,-73.53267,275,PRAXAIR,39 OLD RIDGEBURY ROAD,Danbury,CT,26498,10534,1500.0
275,40.07846,-75.3696,276,UNIVERSAL HEALTH SERVICES,367 SOUTH GULPH ROAD,King Of Prussia,PA,70863,10508,702.4
276,42.15495,-87.88834,277,DISCOVER FINANCIAL SERVICES,2500 LAKE COOK ROAD,Riverwoods,IL,15549,10497,2393.0
277,34.05937,-118.44365,278,OCCIDENTAL PETROLEUM,10889 WILSHIRE BOULEVARD,Los Angeles,CA,11000,10398,-574.0
278,40.44136,-79.99485,279,UNITED STATES STEEL,600 GRANT STREET,Pittsburgh,PA,29800,10261,-440.0
279,32.71931,-117.16342,280,SEMPRA ENERGY,101 ASH STREET,San Diego,CA,16575,10183,1370.0
280,42.1599,-87.88061,281,BAXTER INTERNATIONAL,1 BAXTER PARKWAY,Deerfield,IL,48000,10163,4965.0
281,42.23856,-87.91151,282,W.W. GRAINGER,100 GRAINGER PARKWAY,Lake Forest,IL,25000,10137,605.9
282,42.6942,-83.27407,283,AUTOLIV,1320 PACIFIC DRIVE,Auburn Hills,MI,65900,10074,567.1
283,36.84548,-76.28802,284,NORFOLK SOUTHERN,3 COMMERCIAL PLACE,Norfolk,VA,27856,9888,1668.0
284,29.76129,-95.3959,285,BAKER HUGHES,2929 ALLEN PARKWAY,Houston,TX,33000,9841,-2738.0
285,42.330347,-83.044951,286,ALLY FINANCIAL,500 WOODWARD AVENUE,Detroit,MI,7600,9835,1067.0
286,35.17689,-80.79705,287,SONIC AUTOMOTIVE,4401 COLWICK ROAD,Charlotte,NC,9800,9732,93.2
287,37.64496,-77.40796,288,OWENS & MINOR,9120 LOCKWOOD BOULEVARD,Mechanicsville,VA,7900,9723,108.8
288,40.75842,-111.81899,289,HUNTSMAN,500 HUNTSMAN WAY,Salt Lake City,UT,15000,9657,326.0
289,36.09317,-79.43739,290,LABORATORY CORP. OF AMERICA,358 SOUTH MAIN STREET,Burlington,NC,52000,9642,732.1
290,33.21469,-92.66231,291,MURPHY USA,200 PEACH STREET,El Dorado,AR,6600,9633,221.5
291,37.31775,-79.95839,292,ADVANCE AUTO PARTS,5008 AIRPORT ROAD,Roanoke,VA,57500,9568,459.6
292,30.31897,-81.67456,293,FIDELITY NATIONAL FINANCIAL,601 RIVERSIDE AVENUE,Jacksonville,FL,55219,9554,650.0
293,40.55074,-75.59747,294,AIR PRODUCTS & CHEMICALS,7201 HAMILTON BOULEVARD,Allentown,PA,18450,9524,631.1
294,43.67467,-92.97162,295,HORMEL FOODS,1 HORMEL PLACE,Austin,MN,21100,9523,890.1
295,26.41844,-81.80972,296,HERTZ GLOBAL HOLDINGS,8501 WILLIAMS ROAD,Estero,FL,36000,9480,-491.0
296,36.11203,-115.17694,297,MGM RESORTS INTERNATIONAL,3600 LAS VEGAS BOULEVARD SOUTH,Las Vegas,NV,66500,9455,1101.4
297,42.14462,-77.05759,298,CORNING,1 RIVERFRONT PLAZA,Corning,NY,40700,9390,3695.0
298,33.65417,-111.93085,299,REPUBLIC SERVICES,18500 NORTH ALLIED WAY,Phoenix,AZ,33000,9388,612.6
299,40.75936,-73.9727,300,ALCOA,390 PARK AVENUE,New York,NY,14000,9318,-400.0
300,30.31897,-81.67456,301,FIDELITY NATIONAL INFORMATION SERVICES,601 RIVERSIDE AVENUE,Jacksonville,FL,55000,9241,568.0
301,33.619382,-117.87727,302,PACIFIC LIFE,700 NEWPORT CENTER DRIVE,Newport Beach,CA,3628,9169,824.0
302,33.76286,-84.38652,303,SUNTRUST BANKS,303 PEACHTREE STREET NE,Atlanta,GA,24375,9161,1878.0
303,41.88235,-87.64047,304,LKQ,500 WEST MADISON STREET,Chicago,IL,42500,9082,464.0
304,42.64544,-83.21182,305,BORGWARNER,3850 HAMLIN ROAD,Auburn Hills,MI,27000,9071,118.5
305,39.91172,-105.0992,306,BALL,10 LONGS PEAK DRIVE,Broomfield,CO,18450,9061,263.0
306,29.624432,-98.42136,307,CST BRANDS,19500 BULVERDE ROAD,San Antonio,TX,12380,9061,324.0
307,40.7379,-74.16963,308,PUBLIC SERVICE ENTERPRISE GROUP,80 PARK PLAZA,Newark,NJ,13065,9061,887.0
308,36.53579,-82.54941,309,EASTMAN CHEMICAL,200 SOUTH WILCOX DRIVE,Kingsport,TN,14000,9008,854.0
309,37.295143,-121.92611,310,EBAY,2025 HAMILTON AVENUE,San Jose,CA,12600,8979,7266.0
310,34.47421,-84.93784,311,MOHAWK INDUSTRIES,160 SOUTH INDUSTRIAL BOULEVARD,Calhoun,GA,37800,8959,930.4
311,36.15043,-95.99153,312,ONEOK,100 WEST 5TH STREET,Tulsa,OK,2384,8921,352.0
312,41.14844,-73.42684,313,FRONTIER COMMUNICATIONS,401 MERRITT 7,Norwalk,CT,28332,8896,-373.0
313,37.25958,-121.96263,314,NETFLIX,100 WINCHESTER CIRCLE,Los Gatos,CA,3850,8831,186.7
314,43.1549,-89.28863,315,AMERICAN FAMILY INSURANCE GROUP,6000 AMERICAN PARKWAY,Madison,WI,10471,8829,325.6
315,44.97476,-93.26568,316,THRIVENT FINANCIAL FOR LUTHERANS,625 4TH AVENUE SOUTH,Minneapolis,MN,3282,8777,587.8
316,47.6134,-122.19701,317,EXPEDIA,333 108TH AVENUE NE,Bellevue,WA,20075,8774,281.8
317,42.32845,-122.87228,318,LITHIA MOTORS,150 NORTH BARTLETT STREET,Medford,OR,11170,8678,197.1
318,40.84933,-74.44997,319,AVIS BUDGET GROUP,6 SYLVAN WAY,Parsippany,NJ,25600,8659,163.0
319,34.05166,-118.25138,320,RELIANCE STEEL & ALUMINUM,350 SOUTH GRAND AVENUE,Los Angeles,CA,14500,8613,304.3
320,32.90274,-97.08751,321,GAMESTOP,625 WESTPORT PARKWAY,Grapevine,TX,41750,8608,353.2
321,42.24862,-87.89968,322,TENNECO,500 NORTH FIELD DRIVE,Lake Forest,IL,31000,8599,363.0
322,37.20792,-93.24937,323,O'REILLY AUTOMOTIVE,233 SOUTH PATTERSON AVENUE,Springfield,MO,58397,8593,1037.7
323,41.25718,-95.96546,324,PETER KIEWIT SONS',3555 FARNAM STREET,Omaha,NE,20000,8573,396.0
324,41.8293,-71.43067,325,UNITED NATURAL FOODS,313 IRON HORSE WAY,Providence,RI,9554,8470,125.8
325,37.79387,-122.39486,326,SALESFORCE.COM,1 MARKET STREET,San Francisco,CA,25000,8392,179.6
326,42.36118,-71.55768,327,BOSTON SCIENTIFIC,1 BOSTON SCIENTIFIC PLACE,Natick,MA,27000,8386,347.0
327,39.60092,-104.89224,328,NEWMONT MINING,6363 SOUTH FIDDLER'S GREEN CIRCLE,Greenwood Village,CO,12438,8379,-627.0
328,37.60245,-77.51499,329,GENWORTH FINANCIAL,6620 WEST BROAD STREET,Richmond,VA,3400,8369,-277.0
329,34.07423,-118.39846,330,LIVE NATION ENTERTAINMENT,9348 CIVIC CENTER DRIVE,Beverly Hills,CA,11500,8355,2.9
330,33.93467,-84.3547,331,VERITIV,1000 ABERNATHY ROAD,Atlanta,GA,8700,8327,21.0
331,40.75867,-73.9824,332,NEWS CORP.,1211 AVENUE OF THE AMERICAS,New York,NY,24000,8319,179.0
332,40.11188,-74.99049,333,CROWN HOLDINGS,1 CROWN WAY,Philadelphia,PA,23992,8284,496.0
333,42.35475,-71.26202,334,GLOBAL PARTNERS,800 SOUTH STREET,Waltham,MA,1770,8240,-199.4
334,40.7488,-73.98239,335,PVH,200 MADISON AVENUE,New York,NY,26650,8203,549.0
335,39.9206,-105.14427,336,LEVEL 3 COMMUNICATIONS,1025 ELDORADO BOULEVARD,Broomfield,CO,12600,8172,677.0
336,41.81126,-88.10736,337,NAVISTAR INTERNATIONAL,2701 NAVISTAR DRIVE,Lisle,IL,11300,8111,-97.0
337,41.8323,-88.00463,338,UNIVAR,3075 HIGHLAND PARKWAY,Downers Grove,IL,8700,8074,-68.4
338,39.94217,-75.10737,339,CAMPBELL SOUP,1 CAMPBELL PLACE,Camden,NJ,16500,7961,563.0
339,40.50779,-80.2658,340,DICK'S SPORTING GOODS,345 COURT STREET,Coraopolis,PA,27550,7922,287.4
340,47.600473,-122.332633,341,WEYERHAEUSER,220 OCCIDENTAL AVENUE SOUTH,Seattle,WA,10400,7902,1027.0
341,41.25847,-95.96229,342,MUTUAL OF OMAHA INSURANCE,3300 MUTUAL OF OMAHA PLAZA,Omaha,NE,5732,7899,356.6
342,35.53367,-97.52924,343,CHESAPEAKE ENERGY,6100 NORTH WESTERN AVENUE,Oklahoma City,OK,3300,7872,-4401.0
343,30.16059,-95.4541,344,ANADARKO PETROLEUM,1201 LAKE ROBBINS DRIVE,The Woodlands,TX,4500,7869,-3071.0
344,40.75482,-73.98285,345,INTERPUBLIC GROUP,1114 AVENUE OF THE AMERICAS,New York,NY,49800,7847,608.5
345,40.85039,-81.76289,346,J.M. SMUCKER,1 STRAWBERRY LANE,Orrville,OH,6910,7811,688.7
346,41.0411,-85.23743,347,STEEL DYNAMICS,7575 WEST JEFFERSON BOULEVARD,Fort Wayne,IN,7695,7777,382.1
347,40.75,-73.98866,348,FOOT LOCKER,112 WEST 34TH STREET,New York,NY,32965,7766,664.0
348,31.75895,-106.48934,349,WESTERN REFINING,123 WEST MILLS AVENUE,El Paso,TX,7134,7743,124.9
349,42.82551,-85.68454,350,SPARTANNASH,850 76TH STREET SW,Byron Center,MI,11500,7735,56.8
350,32.80555,-96.79212,351,DEAN FOODS,2711 NORTH HASKELL AVENUE,Dallas,TX,17000,7710,119.9
351,41.23959,-85.85409,352,ZIMMER BIOMET HOLDINGS,345 EAST MAIN STREET,Warsaw,IN,18500,7684,305.9
352,33.847682,-84.368186,353,PULTEGROUP,3350 PEACHTREE ROAD NORTHEAST,Atlanta,GA,4623,7669,602.7
353,41.01869,-73.62254,354,W.R. BERKLEY,475 STEAMBOAT ROAD,Greenwich,CT,7608,7654,601.9
354,29.73599,-95.46125,355,QUANTA SERVICES,2800 POST OAK BOULEVARD,Houston,TX,28100,7651,198.4
355,29.75867,-95.37054,356,EOG RESOURCES,1111 BABGY STREET,Houston,TX,2650,7651,-1096.7
356,37.79059,-122.3927,357,CHARLES SCHWAB,211 MAIN STREET,San Francisco,CA,16200,7644,1889.0
357,42.151263,-72.547416,358,EVERSOURCE ENERGY,300 CADWELL DRIVE,Springfield,MA,7762,7639,942.3
358,42.09727,-87.82337,359,ANIXTER INTERNATIONAL,2301 PATRIOT BOULEVARD,Glenview,IL,8900,7625,120.5
359,41.14935,-73.42656,360,EMCOR GROUP,301 MERRITT SEVEN,Norwalk,CT,31000,7552,181.9
360,40.70809,-74.00935,361,ASSURANT,1 CHASE MANHATTAN PLAZA,New York,NY,14700,7532,565.4
361,29.75714,-95.368,362,CENTERPOINT ENERGY,1111 LOUISIANA STREET,Houston,TX,7727,7528,432.0
362,28.0913,-80.63837,363,HARRIS,1025 WEST NASA BOULEVARD,Melbourne,FL,21000,7527,324.0
363,33.87735,-84.46577,364,HD SUPPLY HOLDINGS,3100 CUMBERLAND BOULEVARD,Atlanta,GA,14000,7524,196.0
364,40.60152,-75.47591,365,PPL,2 NORTH 9TH STREET,Allentown,PA,12689,7517,1902.0
365,40.787834,-74.04493,366,QUEST DIAGNOSTICS,500 PLAZA DRIVE,Secaucus,NJ,43000,7515,645.0
366,36.15435,-95.99151,367,WILLIAMS,1 WILLIAMS CENTER,Tulsa,OK,5604,7499,-424.0
367,43.03701,-87.91382,368,WEC ENERGY GROUP,231 WEST MICHIGAN STREET,Milwaukee,WI,8074,7472,939.0
368,40.30256,-76.64913,369,HERSHEY,100 CRYSTAL A DRIVE,Hershey,PA,17140,7440,720.0
369,34.01785,-84.16473,370,AGCO,4205 RIVER GREEN PARKWAY,Duluth,GA,19795,7411,160.1
370,40.76404,-73.97166,371,RALPH LAUREN,650 MADISON AVENUE,New York,NY,20500,7405,396.0
371,42.26778,-83.24257,372,MASCO,21001 VAN BORN ROAD,Taylor,MI,26000,7357,491.0
372,40.43329,-80.00437,373,WESCO INTERNATIONAL,225 WEST STATION SQUARE DRIVE,Pittsburgh,PA,9000,7336,101.6
373,36.04162,-86.76894,374,LIFEPOINT HEALTH,330 SEVEN SPRINGS WAY,Brentwood,TN,47000,7274,121.9
374,29.69082,-95.5543,375,NATIONAL OILWELL VARCO,7909 PARKWOOD CIRCLE DRIVE,Houston,TX,36384,7251,-2412.0
375,38.2466,-85.75849,376,KINDRED HEALTHCARE,680 SOUTH 4TH STREET,Louisville,KY,76650,7227,-664.2
376,45.01507,-93.45487,377,MOSAIC,3033 CAMPUS DRIVE,Plymouth,MN,8700,7163,297.8
377,33.08093,-96.82359,378,ALLIANCE DATA SYSTEMS,7500 DALLAS PARKWAY,Plano,TX,17000,7138,515.8
378,38.923544,-77.220295,379,COMPUTER SCIENCES CORPORATION,1775 TYSONS BOULEVARD,Mclean,VA,59000,7106,251.0
379,36.98823,-76.43717,380,HUNTINGTON INGALLS INDUSTRIES,4101 WASHINGTON AVENUE,Newport News,VA,37000,7068,573.0
380,38.95909,-77.35907,381,LEIDOS HOLDINGS,11951 FREEDOM DRIVE,Reston,VA,32000,7043,244.0
381,42.13031,-80.084,382,ERIE INSURANCE GROUP,100 ERIE INSURANCE PLACE,Erie,PA,4988,7016,741.9
382,37.39455,-122.15025,383,TESLA,3500 DEER CREEK ROAD,Palo Alto,CA,30025,7000,-674.9
383,41.07444,-74.17075,384,ASCENA RETAIL GROUP,933 MACARTHUR BOULEVARD,Mahwah,NJ,41000,6995,-11.9
384,28.41777,-81.42347,385,DARDEN RESTAURANTS,1000 DARDEN CENTER DRIVE,Orlando,FL,150942,6934,375.0
385,41.04985,-73.5389,386,HARMAN INTERNATIONAL INDUSTRIES,400 ATLANTIC STREET,Stamford,CT,26000,6912,361.7
386,37.37173,-121.96588,387,NVIDIA,2788 SAN TOMAS EXPRESSWAY,Santa Clara,CA,10299,6910,1666.0
387,41.886583,-87.629188,388,R.R. DONNELLEY & SONS,35 W WACKER DRIVE,Chicago,IL,44360,6896,-495.9
388,39.10115,-84.51246,389,FIFTH THIRD BANCORP,38 FOUNTAIN SQUARE PLAZA,Cincinnati,OH,17844,6889,1564.0
389,35.88038,-78.84023,390,QUINTILES TRANSNATIONAL HOLDINGS,4820 EMPEROR BOULEVARD,Durham,NC,50000,6878,115.0
390,41.88526,-87.62148,391,JONES LANG LASALLE,200 EAST RANDOLPH DRIVE,Chicago,IL,77300,6804,318.2
391,41.83254,-88.00745,392,DOVER,3005 HIGHLAND PARKWAY,Downers Grove,IL,29000,6794,508.9
392,37.62239,-97.28386,393,SPIRIT AEROSYSTEMS HOLDINGS,3801 SOUTH OLIVER STREET,Wichita,KS,14400,6793,469.7
393,25.86816,-80.38533,394,RYDER SYSTEM,11690 NW 105TH STREET,Miami,FL,34500,6787,262.5
394,39.95213,-75.15845,395,A-MARK PRECIOUS METALS,1101 MARKET STREET,Philadelphia,PA,83000,6784,9.3
395,36.032478,-86.813115,396,TRACTOR SUPPLY,5401 VIRGINIA WAY,Brentwood,TN,19500,6780,437.1
396,40.89756,-74.1272,397,SEALED AIR,200 RIVERFRONT BOULEVARD,Elmwood Park,NJ,23000,6778,486.4
397,42.72472,-84.64068,398,AUTO-OWNERS INSURANCE,6101 ANACAPRI BOULEVARD,Lansing,MI,4737,6775,706.3
398,33.07438,-96.83538,399,YUM CHINA HOLDINGS,7100 CORPORATE DRIVE,Plano,TX,420000,6752,502.0
399,29.7614,-95.36438,400,CALPINE,717 TEXAS AVENUE,Houston,TX,2372,6716,92.0
400,41.52773,-83.64698,401,OWENS-ILLINOIS,1 MICHAEL OWENS WAY,Perrysburg,OH,27000,6702,209.0
401,29.75849,-95.3684,402,TARGA RESOURCES,1000 LOUISIANA STREET,Houston,TX,1970,6691,-187.3
402,40.75084,-73.93867,403,JETBLUE AIRWAYS,27-01 QUEENS PLAZA NORTH,Long Island City,NY,15986,6632,759.0
403,38.60453,-90.44781,404,JONES FINANCIAL,12555 MANCHESTER ROAD,Des Peres,MO,43000,6632,746.0
