latitude,longitude,rank,company_name,address,city,state,employee_count,revenue,profit
34.00131,-118.48518,135,ABBOTT LABORATORIES,100 ABBOTT PARK ROAD,Santa Monica,CA,75000,20853,1400
36.76982,-76.24149,136,DOLLAR TREE,500 VOLVO PARKWAY,Chesapeake,VA,116050,20719,896.2
42.14912,-86.44101,137,WHIRLPOOL,2000 NORTH M-63,Benton Harbor,MI,93000,20718,888
32.84607,-96.86395,138,SOUTHWEST AIRLINES,2702 LOVE FIELD DRIVE,Dallas,TX,53536,20425,2244
38.73232,-90.28532,139,EMERSON ELECTRIC,8000 WEST FLORISSANT AVENUE,Saint Louis,MO,103500,20268,1635
42.29132,-71.4901,140,STAPLES,500 STAPLES DRIVE,Framingham,MA,61503,20217,-1497
29.75729,-95.37175,141,PLAINS GP HOLDINGS,333 CLAY STREET,Houston,TX,5100,20182,94
42.60254,-83.28796,142,PENSKE AUTOMOTIVE GROUP,2555 TELEGRAPH ROAD,Bloomfield Hills,MI,24000,20143,342.9
41.25917,-95.93518,143,UNION PACIFIC,1400 DOUGLAS STREET,Omaha,NE,42919,19941,4233
38.90158,-77.04905,144,DANAHER,2200 PENNSYLVANIA AVENUE NW,Washington,DC,62000,19912,2553.7
33.76434,-84.38826,145,SOUTHERN,30 IVAN ALLEN JR. BOULEVARD NW,Atlanta,GA,32015,19896,2448
43.0493,-87.91236,146,MANPOWERGROUP,100 MANPOWER PLACE,Milwaukee,WI,28000,19654,443.7
40.75775,-73.97242,147,BRISTOL-MYERS SQUIBB,345 PARK AVENUE,New York,NY,25000,19427,4457
37.60024,-77.51729,148,ALTRIA GROUP,6601 WEST BROAD STREET,Richmond,VA,8300,19337,14239
32.90331,-96.94971,149,FLUOR,6700 LAS COLINAS BOULEVARD,Irving,TX,61551,19037,281.4
43.12196,-88.12328,150,KOHL'S,N56W17000 RIDGEWOOD DRIVE,Menomonee Falls,WI,85000,18686,556
42.45125,-83.28132,151,LEAR,21557 TELEGRAPH ROAD,Southfield,MI,148400,18558,975.1
27.86769,-82.64715,152,JABIL CIRCUIT,10560 DR. MARTIN LUTHER KING,Saint Petersburg,FL,138000,18353,254.1
41.77241,-72.68879,153,HARTFORD FINANCIAL SERVICES GROUP,1 HARTFORD PLAZA,Hartford,CT,16900,18300,896
42.399867,-71.25811,154,THERMO FISHER SCIENTIFIC,168 3RD AVENUE,Waltham,MA,54800,18274,2021.8
32.86992,-96.95025,155,KIMBERLY-CLARK,351 PHELPS DRIVE,Irving,TX,42000,18202,2166
33.7666,-118.20027,156,MOLINA HEALTHCARE,200 OCEANGATE,Long Beach,CA,21000,17782,52
37.79146,-122.39592,157,PG&E CORP.,77 BEALE STREET,San Francisco,CA,24000,17666,1393
44.875,-93.41186,158,SUPERVALU,7075 FLYING CLOUD DRIVE,Eden Prairie,MN,38000,17529,178
39.20402,-85.92326,159,CUMMINS,500 JACKSON STREET,Columbus,IN,55400,17509,1394
32.58997,-92.06862,160,CENTURYLINK,100 CENTURYLINK DRIVE,Monroe,LA,40000,17470,626
34.058754,-118.416831,161,AECOM,1999 AVENUE OF THE STARS,Los Angeles,CA,87000,17411,96.1
41.14499,-73.42985,162,XEROX,45 GLOVER AVENUE,Norwalk,CT,133600,17126,-477
39.02452,-77.13904,163,MARRIOTT INTERNATIONAL,10400 FERNWOOD ROAD,Bethesda,MD,226500,17072,780
47.61655,-122.19966,164,PACCAR,777 106TH AVENUE NE,Bellevue,WA,23000,17033,521.7
44.977,-93.39559,165,GENERAL MILLS,1 GENERAL MILLS BOULEVARD,Minneapolis,MN,39000,16563,1697.4
40.44129,-80.00051,166,PNC FINANCIAL SERVICES GROUP,249 5TH AVENUE,Pittsburgh,PA,50683,16423,3903
39.96514,-83.00596,167,AMERICAN ELECTRIC POWER,1 RIVERSIDE PLAZA,Columbus,OH,17634,16380,610.9
40.76405,-73.97311,168,ICAHN ENTERPRISES,767 5TH AVENUE,New York,NY,90980,16348,-1128
35.15941,-80.83467,169,NUCOR,1915 REXFORD ROAD,Charlotte,NC,23900,16208,796.3
26.85979,-80.05985,170,NEXTERA ENERGY,700 UNIVERSE BOULEVARD,Juno Beach,FL,14700,16155,2912
37.60589,-77.64471,171,PERFORMANCE FOOD GROUP,12500 WEST CREEK PARKWAY,Richmond,VA,13000,16105,68.3
40.84762,-74.45694,172,PBF ENERGY,1 SYLVAN WAY,Parsippany,NJ,3165,15920,170.8
29.9364,-95.34107,173,HALLIBURTON,3000 NORTH SAM HOUSTON PARKWAY EAST,Houston,TX,50000,15887,-5763
37.63877,-77.67067,174,CARMAX,12800 TUCKAHOE CREEK PARKWAY,Richmond,VA,22429,15833,623.4
33.45174,-112.07317,175,FREEPORT-MCMORAN,333 NORTH CENTRAL AVENUE,Phoenix,AZ,30000,15789,-4154
30.27086,-97.75277,176,WHOLE FOODS MARKET,550 BOWIE STREET,Austin,TX,73515,15724,507
40.71281,-74.015409,177,BANK OF NEW YORK MELLON CORP.,225 LIBERTY STREET,New York,NY,52000,15683,3547
37.79086,-122.39103,178,GAP,2 FOLSOM STREET,San Francisco,CA,135000,15516,676
40.757353,-73.975244,179,OMNICOM GROUP,437 MADISON AVENUE,New York,NY,78500,15417,1148.6
33.89521,-84.46972,180,GENUINE PARTS,2999 CIRCLE 75 PARKWAY,Atlanta,GA,40000,15340,687.2
39.75385,-105.00405,181,DAVITA HEALTHCARE PARTNERS,2000 16TH STREET,Denver,CO,70300,15197,879.9
40.75705,-73.97471,182,COLGATE-PALMOLIVE,300 PARK AVENUE,New York,NY,36700,15195,2441
40.43992,-80.00357,183,PPG INDUSTRIES,1 PPG PLACE,Pittsburgh,PA,47000,15178,877
41.05943,-81.47725,184,GOODYEAR TIRE & RUBBER,200 INNOVATION WAY,Akron,OH,66000,15158,1264
41.09674,-73.56197,185,SYNCHRONY FINANCIAL,777 LONG RIDGE ROAD,Stamford,CT,15000,15122,2251
39.54506,-104.85536,186,DISH NETWORK,9601 SOUTH MERIDIAN BOULEVARD,Englewood,CO,16000,15095,1449.9
37.5592,-122.27658,187,VISA,900 METRO CENTER BOULEVARD,Foster City,CA,14200,15082,5991
47.61242,-122.33591,188,NORDSTROM,1617 6TH AVENUE,Seattle,WA,72500,14757,354
40.752557,-73.973738,189,INTL FCSTONE,708 3RD AVENUE,New York,NY,1464,14755,54.7
33.93671,-84.22019,190,WESTROCK,504 THRASHER STREET,Norcross,GA,39000,14706,-396.3
41.01936,-73.64796,191,XPO LOGISTICS,5 GREENWICH OFFICE PARK,Greenwich,CT,87000,14619,69
39.95213,-75.15845,192,ARAMARK,1101 MARKET STREET,Philadelphia,PA,217250,14416,287.8
40.76064,-73.97819,193,CBS,51 WEST 52ND STREET,New York,NY,18410,14386,1261
38.87985,-77.11261,194,AES,4300 WILSON BOULEVARD,Arlington,VA,19000,14287,-1130
28.03336,-82.54968,195,WELLCARE HEALTH PLANS,8725 HENDERSON ROAD,Tampa,FL,7400,14237,242.1
41.083253,-81.518515,196,FIRSTENERGY,76 SOUTH MAIN STREET,Akron,OH,15707,14156,-6177
41.2563,-95.92733,197,CONAGRA FOODS,1 CONAGRA DRIVE,Omaha,NE,20900,14134,-677
37.49628,-121.97965,198,SYNNEX,44201 NOBEL DRIVE,Fremont,CA,110000,14062,234.9
42.22831,-87.94421,199,CDW,200 NORTH MILWAUKEE AVENUE,Vernon Hills,IL,8516,13982,424.4
41.82491,-71.40919,200,TEXTRON,40 WESTMINSTER STREET,Providence,RI,36000,13788,962
29.75579,-95.36391,201,WASTE MANAGEMENT,1001 FANNIN STREET,Houston,TX,41200,13609,1182
42.08769,-87.84604,202,ILLINOIS TOOL WORKS,3600 WEST LAKE AVENUE,Glenview,IL,50000,13599,2035
26.40427,-80.12051,203,OFFICE DEPOT,6600 NORTH MILITARY TRAIL,Boca Raton,FL,38000,13585,529
38.66933,-90.39977,204,MONSANTO,800 NORTH LINDBERGH BOULEVARD,Saint Louis,MO,22450,13502,1336
40.87398,-74.00657,205,COGNIZANT TECHNOLOGY SOLUTIONS,500 FRANK W BURR BOULEVARD,Teaneck,NJ,260200,13487,1553
32.91043,-96.75812,206,TEXAS INSTRUMENTS,12500 TI BOULEVARD,Dallas,TX,29865,13370,3595
40.04054,-75.36449,207,LINCOLN NATIONAL,150 NORTH RADNOR CHESTER ROAD,Radnor,PA,9057,13330,1192
40.738661,-74.027717,208,NEWELL BRANDS,221 RIVER STREET,Hoboken,NJ,53400,13264,527.8
45.06354,-93.15133,209,LAND O'LAKES,4001 LEXINGTON AVENUE NORTH,Arden Hills,MN,10000,13233,244.9
40.75676,-73.98177,210,MARSH & MCLENNAN,1166 AVENUE OF THE AMERICAS,New York,NY,60000,13211,1768
44.94594,-93.09467,211,ECOLAB,370 WABAHA STREET NORTH,Saint Paul,MN,47565,13153,1229.6
44.82112,-93.46055,212,C.H. ROBINSON WORLDWIDE,14701 CHARLSON ROAD,Eden Prairie,MN,14125,13144,513.4
40.76459,-73.97049,213,LOEWS,667 MADISON AVENUE,New York,NY,15800,13105,654
34.05154,-118.25348,214,CBRE GROUP,400 SOUTH HOPE STREET,Los Angeles,CA,75000,13072,572
29.75788,-95.36738,215,KINDER MORGAN,1001 LOUISIANA STREET,Houston,TX,11121,13058,708
42.3523,-85.22982,216,KELLOGG,1 KELLOGG SQUARE,Battle Creek,MI,37369,13014,694
33.6705,-117.84007,217,WESTERN DIGITAL,3355 MICHAELSON DRIVE,Irvine,CA,72878,12994,242
40.70403,-74.00964,218,GUARDIAN LIFE INS. CO. OF AMERICA,7 HANOVER SQUARE,New York,NY,8876,12919,263.9
37.71041,-121.89039,219,ROSS STORES,5130 HACIENDA DRIVE,Dublin,CA,78600,12867,1117.7
40.05448,-82.89613,220,L BRANDS,3 LIMITED PARKWAY,Columbus,OH,59100,12574,1158.1
33.0811,-96.83171,221,J.C. PENNEY,6501 LEGACY DRIVE,Plano,TX,106000,12547,1
34.185167,-118.602327,222,FARMERS INSURANCE EXCHANGE,6303 OWENSMOUTH AVENUE,Los Angeles,CA,13309,12513,-147.9
36.09949,-80.24373,223,REYNOLDS AMERICAN,401 NORTH MAIN STREET,Winston-Salem,NC,5525,12503,6073
40.75793,-73.98644,224,VIACOM,1515 BROADWAY,New York,NY,9650,12488,1438
41.01613,-74.20762,225,BECTON DICKINSON,1 BECTON DRIVE,Franklin Lakes,NJ,50928,12483,976
43.52925,-116.14697,226,MICRON TECHNOLOGY,8000 SOUTH FEDERAL WAY,Boise,ID,31400,12399,-276
41.58857,-93.62759,227,PRINCIPAL FINANCIAL,711 HIGH STREET,Des Moines,IA,14854,12394,1316.5
30.43797,-97.64599,228,ARCONIC,1007 SOUTH HEATHERWILDE BOULEVARD,Austin,TX,41500,12394,-941
40.319335,-74.655125,229,NRG ENERGY,804 CARNEGIE CENTER,Princeton,NJ,8763,12351,-774
36.12171,-79.79907,230,VF,105 CORPORATE CENTER BOULEVARD,Greensboro,NC,69000,12207,1074.1
35.46728,-97.51843,231,DEVON ENERGY,333 WEST SHERIDAN AVENUE,Oklahoma City,OK,3545,12197,-3302
32.75605,-97.33065,232,D.R. HORTON,301 COMMERCE STREET,Fort Worth,TX,6976,12157,886.3
40.69729,-74.30522,233,BED BATH & BEYOND,650 LIBERTY AVENUE,Union,NJ,62000,12104,841.5
40.73403,-73.98852,234,CONSOLIDATED EDISON,4 IRVING PLACE,New York,NY,14960,12075,1245
34.05394,-118.08024,235,EDISON INTERNATIONAL,2244 WALNUT GROVE AVENUE,Rosemead,CA,12390,11869,1311
41.49747,-81.69359,236,SHERWIN-WILLIAMS,101 WEST PROSPECT AVENUE,Cleveland,OH,42550,11856,1132.7
36.07226,-95.92557,237,NGL ENERGY PARTNERS,6120 SOUTH YALE AVENUE,Tulsa,OK,3200,11742,-198.9
37.534,-77.45263,238,DOMINION RESOURCES,120 TREDEGAR STREET,Richmond,VA,16200,11737,2123
44.97526,-93.26949,239,AMERIPRISE FINANCIAL,55 AMERIPRISE FINANCIAL CENTER,Minneapolis,MN,13195,11735,1314
40.81623,-74.30939,240,ADP,1 ADP BOULEVARD,Roseland,NJ,57000,11668,1492.5
38.92871,-77.21557,241,HILTON WORLDWIDE HOLDINGS,7930 JONES BRANCH DRIVE,Mclean,VA,169000,11663,348
33.90543,-84.36033,242,FIRST DATA,5565 GLENRIDGE CONNECTOR NE,Atlanta,GA,24000,11584,420
40.76804,-73.4179,243,HENRY SCHEIN,135 DURYEA ROAD,Melville,NY,21000,11572,506.8
40.98003,-74.25564,244,"TOYS ""R"" US",1 GEOFFREY WAY,Wayne,NJ,64000,11540,-36
36.09576,-80.24518,245,BB&T CORP.,200 WEST 2ND STREET,Winston-Salem,NC,37500,11538,2426
38.661306,-90.56653,246,REINSURANCE GROUP OF AMERICA,16600 SWINGLEY RIDGE ROAD,Chesterfield,MO,2371,11522,701.4
37.667391,-122.383003,247,CORE-MARK HOLDING,395 OYSTER POINT BOULEVARD,South San Francisco,CA,7688,11507,54.2
42.36644,-71.08516,248,BIOGEN,225 BINNEY STREET,Cambridge,MA,7400,11449,3702.8
36.12198,-115.17141,249,LAS VEGAS SANDS,3355 LAS VEGAS BOULEVARD SOUTH,Las Vegas,NV,49000,11410,1670
41.69301,-72.80698,250,STANLEY BLACK & DECKER,1000 STANLEY DRIVE,New Britain,CT,54023,11407,965.3
41.50688,-81.46095,251,PARKER-HANNIFIN,6035 PARKLAND BOULEVARD,Cleveland,OH,48950,11361,806.8
42.24191,-85.55651,252,STRYKER,2825 AIRVIEW BOULEVARD,Kalamazoo,MI,33000,11325,1647
40.76391,-73.972322,253,ESTEE LAUDER,767 5TH AVENUE,New York,NY,46000,11262,1114.6
40.70987,-74.34783,254,CELGENE,86 MORRIS AVENUE,Summit,NJ,7132,11229,1999.2
40.75875,-73.97356,255,BLACKROCK,55 EAST 52ND STREET,New York,NY,13000,11155,3172
44.97975,-93.27008,256,XCEL ENERGY,414 NICOLLET MALL,Minneapolis,MN,11476,11107,1123.4
30.32474,-81.66411,257,CSX,500 WATER STREET,Jacksonville,FL,26628,11069,1714
35.04977,-85.30727,258,UNUM GROUP,1 FOUNTAIN SQUARE,Chattanooga,TN,9400,11047,931.4
32.784595,-96.797508,259,JACOBS ENGINEERING GROUP,1999 BRYAN STREET,Dallas,TX,49350,10964,210.5
25.77582,-80.36969,260,LENNAR,700 NW 107TH AVENUE,Miami,FL,8335,10950,911.8
29.77744,-95.54393,261,GROUP 1 AUTOMOTIVE,800 GESSNER ROAD,Houston,TX,13500,10888,147.1
40.7601,-73.97416,262,LEUCADIA NATIONAL,520 MADISON AVENUE,New York,NY,13000,10875,130
29.94917,-90.07648,263,ENTERGY,639 LOYOLA AVENUE,New Orleans,LA,13513,10846,-583.6
37.37627,-121.92257,264,PAYPAL HOLDINGS,2211 NORTH 1ST STREET,San Jose,CA,18100,10842,1401
37.37749,-121.9786,265,APPLIED MATERIALS,3050 BOWERS AVENUE,Santa Clara,CA,16150,10825,1721
40.75439,-73.9761,266,VOYA FINANCIAL,230 PARK AVENUE,New York,NY,6700,10782,-428
41.02329,-73.71059,267,MASTERCARD,2000 PURCHASE STREET,Purchase,NY,11900,10776,4059
41.09313,-73.45417,268,PRICELINE GROUP,800 CONNECTICUT AVENUE,Norwalk,CT,18500,10743,2135
39.55318,-104.84571,269,LIBERTY INTERACTIVE,12300 LIBERTY BOULEVARD,Englewood,CO,21080,10647,1235
35.14201,-90.05605,270,AUTOZONE,123 SOUTH FRONT STREET,Memphis,TN,66780,10636,1241
42.35306,-71.05899,271,STATE STREET CORP.,1 LINCOLN STREET,Boston,MA,33783,10635,2143
42.33338,-83.05739,272,DTE ENERGY,1 ENERGY PLAZA,Detroit,MI,10000,10630,868
40.74935,-73.97595,273,L-3 COMMUNICATIONS,600 3RD AVENUE,New York,NY,38000,10597,710
32.79448,-96.80818,274,HOLLYFRONTIER,2828 NORTH HARWOOD,Dallas,TX,2676,10536,-260.5
41.38683,-73.53267,275,PRAXAIR,39 OLD RIDGEBURY ROAD,Danbury,CT,26498,10534,1500
40.07846,-75.3696,276,UNIVERSAL HEALTH SERVICES,367 SOUTH GULPH ROAD,King Of Prussia,PA,70863,10508,702.4
42.15495,-87.88834,277,DISCOVER FINANCIAL SERVICES,2500 LAKE COOK ROAD,Riverwoods,IL,15549,10497,2393
34.05937,-118.44365,278,OCCIDENTAL PETROLEUM,10889 WILSHIRE BOULEVARD,Los Angeles,CA,11000,10398,-574
40.44136,-79.99485,279,UNITED STATES STEEL,600 GRANT STREET,Pittsburgh,PA,29800,10261,-440
32.71931,-117.16342,280,SEMPRA ENERGY,101 ASH STREET,San Diego,CA,16575,10183,1370
42.1599,-87.88061,281,BAXTER INTERNATIONAL,1 BAXTER PARKWAY,Deerfield,IL,48000,10163,4965
42.23856,-87.91151,282,W.W. GRAINGER,100 GRAINGER PARKWAY,Lake Forest,IL,25000,10137,605.9
42.6942,-83.27407,283,AUTOLIV,1320 PACIFIC DRIVE,Auburn Hills,MI,65900,10074,567.1
36.84548,-76.28802,284,NORFOLK SOUTHERN,3 COMMERCIAL PLACE,Norfolk,VA,27856,9888,1668
29.76129,-95.3959,285,BAKER HUGHES,2929 ALLEN PARKWAY,Houston,TX,33000,9841,-2738
42.330347,-83.044951,286,ALLY FINANCIAL,500 WOODWARD AVENUE,Detroit,MI,7600,9835,1067
35.17689,-80.79705,287,SONIC AUTOMOTIVE,4401 COLWICK ROAD,Charlotte,NC,9800,9732,93.2
37.64496,-77.40796,288,OWENS & MINOR,9120 LOCKWOOD BOULEVARD,Mechanicsville,VA,7900,9723,108.8
40.75842,-111.81899,289,HUNTSMAN,500 HUNTSMAN WAY,Salt Lake City,UT,15000,9657,326
36.09317,-79.43739,290,LABORATORY CORP. OF AMERICA,358 SOUTH MAIN STREET,Burlington,NC,52000,9642,732.1
33.21469,-92.66231,291,MURPHY USA,200 PEACH STREET,El Dorado,AR,6600,9633,221.5
37.31775,-79.95839,292,ADVANCE AUTO PARTS,5008 AIRPORT ROAD,Roanoke,VA,57500,9568,459.6
30.31897,-81.67456,293,FIDELITY NATIONAL FINANCIAL,601 RIVERSIDE AVENUE,Jacksonville,FL,55219,9554,650
40.55074,-75.59747,294,AIR PRODUCTS & CHEMICALS,7201 HAMILTON BOULEVARD,Allentown,PA,18450,9524,631.1
43.67467,-92.97162,295,HORMEL FOODS,1 HORMEL PLACE,Austin,MN,21100,9523,890.1
26.41844,-81.80972,296,HERTZ GLOBAL HOLDINGS,8501 WILLIAMS ROAD,Estero,FL,36000,9480,-491
36.11203,-115.17694,297,MGM RESORTS INTERNATIONAL,3600 LAS VEGAS BOULEVARD SOUTH,Las Vegas,NV,66500,9455,1101.4
42.14462,-77.05759,298,CORNING,1 RIVERFRONT PLAZA,Corning,NY,40700,9390,3695
33.65417,-111.93085,299,REPUBLIC SERVICES,18500 NORTH ALLIED WAY,Phoenix,AZ,33000,9388,612.6
40.75936,-73.9727,300,ALCOA,390 PARK AVENUE,New York,NY,14000,9318,-400
30.31897,-81.67456,301,FIDELITY NATIONAL INFORMATION SERVICES,601 RIVERSIDE AVENUE,Jacksonville,FL,55000,9241,568
33.619382,-117.87727,302,PACIFIC LIFE,700 NEWPORT CENTER DRIVE,Newport Beach,CA,3628,9169,824
33.76286,-84.38652,303,SUNTRUST BANKS,303 PEACHTREE STREET NE,Atlanta,GA,24375,9161,1878
41.88235,-87.64047,304,LKQ,500 WEST MADISON STREET,Chicago,IL,42500,9082,464
42.64544,-83.21182,305,BORGWARNER,3850 HAMLIN ROAD,Auburn Hills,MI,27000,9071,118.5
39.91172,-105.0992,306,BALL,10 LONGS PEAK DRIVE,Broomfield,CO,18450,9061,263
29.624432,-98.42136,307,CST BRANDS,19500 BULVERDE ROAD,San Antonio,TX,12380,9061,324
40.7379,-74.16963,308,PUBLIC SERVICE ENTERPRISE GROUP,80 PARK PLAZA,Newark,NJ,13065,9061,887
36.53579,-82.54941,309,EASTMAN CHEMICAL,200 SOUTH WILCOX DRIVE,Kingsport,TN,14000,9008,854
37.295143,-121.92611,310,EBAY,2025 HAMILTON AVENUE,San Jose,CA,12600,8979,7266
34.47421,-84.93784,311,MOHAWK INDUSTRIES,160 SOUTH INDUSTRIAL BOULEVARD,Calhoun,GA,37800,8959,930.4
36.15043,-95.99153,312,ONEOK,100 WEST 5TH STREET,Tulsa,OK,2384,8921,352
41.14844,-73.42684,313,FRONTIER COMMUNICATIONS,401 MERRITT 7,Norwalk,CT,28332,8896,-373
37.25958,-121.96263,314,NETFLIX,100 WINCHESTER CIRCLE,Los Gatos,CA,3850,8831,186.7
43.1549,-89.28863,315,AMERICAN FAMILY INSURANCE GROUP,6000 AMERICAN PARKWAY,Madison,WI,10471,8829,325.6
44.97476,-93.26568,316,THRIVENT FINANCIAL FOR LUTHERANS,625 4TH AVENUE SOUTH,Minneapolis,MN,3282,8777,587.8
47.6134,-122.19701,317,EXPEDIA,333 108TH AVENUE NE,Bellevue,WA,20075,8774,281.8
42.32845,-122.87228,318,LITHIA MOTORS,150 NORTH BARTLETT STREET,Medford,OR,11170,8678,197.1
40.84933,-74.44997,319,AVIS BUDGET GROUP,6 SYLVAN WAY,Parsippany,NJ,25600,8659,163
34.05166,-118.25138,320,RELIANCE STEEL & ALUMINUM,350 SOUTH GRAND AVENUE,Los Angeles,CA,14500,8613,304.3
32.90274,-97.08751,321,GAMESTOP,625 WESTPORT PARKWAY,Grapevine,TX,41750,8608,353.2
42.24862,-87.89968,322,TENNECO,500 NORTH FIELD DRIVE,Lake Forest,IL,31000,8599,363
37.20792,-93.24937,323,O'REILLY AUTOMOTIVE,233 SOUTH PATTERSON AVENUE,Springfield,MO,58397,8593,1037.7
41.25718,-95.96546,324,PETER KIEWIT SONS',3555 FARNAM STREET,Omaha,NE,20000,8573,396
41.8293,-71.43067,325,UNITED NATURAL FOODS,313 IRON HORSE WAY,Providence,RI,9554,8470,125.8
37.79387,-122.39486,326,SALESFORCE.COM,1 MARKET STREET,San Francisco,CA,25000,8392,179.6
42.36118,-71.55768,327,BOSTON SCIENTIFIC,1 BOSTON SCIENTIFIC PLACE,Natick,MA,27000,8386,347
39.60092,-104.89224,328,NEWMONT MINING,6363 SOUTH FIDDLER'S GREEN CIRCLE,Greenwood Village,CO,12438,8379,-627
37.60245,-77.51499,329,GENWORTH FINANCIAL,6620 WEST BROAD STREET,Richmond,VA,3400,8369,-277
34.07423,-118.39846,330,LIVE NATION ENTERTAINMENT,9348 CIVIC CENTER DRIVE,Beverly Hills,CA,11500,8355,2.9
33.93467,-84.3547,331,VERITIV,1000 ABERNATHY ROAD,Atlanta,GA,8700,8327,21
40.75867,-73.9824,332,NEWS CORP.,1211 AVENUE OF THE AMERICAS,New York,NY,24000,8319,179
40.11188,-74.99049,333,CROWN HOLDINGS,1 CROWN WAY,Philadelphia,PA,23992,8284,496
42.35475,-71.26202,334,GLOBAL PARTNERS,800 SOUTH STREET,Waltham,MA,1770,8240,-199.4
40.7488,-73.98239,335,PVH,200 MADISON AVENUE,New York,NY,26650,8203,549
39.9206,-105.14427,336,LEVEL 3 COMMUNICATIONS,1025 ELDORADO BOULEVARD,Broomfield,CO,12600,8172,677
41.81126,-88.10736,337,NAVISTAR INTERNATIONAL,2701 NAVISTAR DRIVE,Lisle,IL,11300,8111,-97
41.8323,-88.00463,338,UNIVAR,3075 HIGHLAND PARKWAY,Downers Grove,IL,8700,8074,-68.4
39.94217,-75.10737,339,CAMPBELL SOUP,1 CAMPBELL PLACE,Camden,NJ,16500,7961,563
40.50779,-80.2658,340,DICK'S SPORTING GOODS,345 COURT STREET,Coraopolis,PA,27550,7922,287.4
47.600473,-122.332633,341,WEYERHAEUSER,220 OCCIDENTAL AVENUE SOUTH,Seattle,WA,10400,7902,1027
41.25847,-95.96229,342,MUTUAL OF OMAHA INSURANCE,3300 MUTUAL OF OMAHA PLAZA,Omaha,NE,5732,7899,356.6
35.53367,-97.52924,343,CHESAPEAKE ENERGY,6100 NORTH WESTERN AVENUE,Oklahoma City,OK,3300,7872,-4401
30.16059,-95.4541,344,ANADARKO PETROLEUM,1201 LAKE ROBBINS DRIVE,The Woodlands,TX,4500,7869,-3071
40.75482,-73.98285,345,INTERPUBLIC GROUP,1114 AVENUE OF THE AMERICAS,New York,NY,49800,7847,608.5
40.85039,-81.76289,346,J.M. SMUCKER,1 STRAWBERRY LANE,Orrville,OH,6910,7811,688.7
41.0411,-85.23743,347,STEEL DYNAMICS,7575 WEST JEFFERSON BOULEVARD,Fort Wayne,IN,7695,7777,382.1
40.75,-73.98866,348,FOOT LOCKER,112 WEST 34TH STREET,New York,NY,32965,7766,664
31.75895,-106.48934,349,WESTERN REFINING,123 WEST MILLS AVENUE,El Paso,TX,7134,7743,124.9
42.82551,-85.68454,350,SPARTANNASH,850 76TH STREET SW,Byron Center,MI,11500,7735,56.8
32.80555,-96.79212,351,DEAN FOODS,2711 NORTH HASKELL AVENUE,Dallas,TX,17000,7710,119.9
41.23959,-85.85409,352,ZIMMER BIOMET HOLDINGS,345 EAST MAIN STREET,Warsaw,IN,18500,7684,305.9
33.847682,-84.368186,353,PULTEGROUP,3350 PEACHTREE ROAD NORTHEAST,Atlanta,GA,4623,7669,602.7
41.01869,-73.62254,354,W.R. BERKLEY,475 STEAMBOAT ROAD,Greenwich,CT,7608,7654,601.9
29.73599,-95.46125,355,QUANTA SERVICES,2800 POST OAK BOULEVARD,Houston,TX,28100,7651,198.4
29.75867,-95.37054,356,EOG RESOURCES,1111 BABGY STREET,Houston,TX,2650,7651,-1096.7
37.79059,-122.3927,357,CHARLES SCHWAB,211 MAIN STREET,San Francisco,CA,16200,7644,1889
42.151263,-72.547416,358,EVERSOURCE ENERGY,300 CADWELL DRIVE,Springfield,MA,7762,7639,942.3
42.09727,-87.82337,359,ANIXTER INTERNATIONAL,2301 PATRIOT BOULEVARD,Glenview,IL,8900,7625,120.5
41.14935,-73.42656,360,EMCOR GROUP,301 MERRITT SEVEN,Norwalk,CT,31000,7552,181.9
40.70809,-74.00935,361,ASSURANT,1 CHASE MANHATTAN PLAZA,New York,NY,14700,7532,565.4
29.75714,-95.368,362,CENTERPOINT ENERGY,1111 LOUISIANA STREET,Houston,TX,7727,7528,432
28.0913,-80.63837,363,HARRIS,1025 WEST NASA BOULEVARD,Melbourne,FL,21000,7527,324
33.87735,-84.46577,364,HD SUPPLY HOLDINGS,3100 CUMBERLAND BOULEVARD,Atlanta,GA,14000,7524,196
40.60152,-75.47591,365,PPL,2 NORTH 9TH STREET,Allentown,PA,12689,7517,1902
40.787834,-74.04493,366,QUEST DIAGNOSTICS,500 PLAZA DRIVE,Secaucus,NJ,43000,7515,645
36.15435,-95.99151,367,WILLIAMS,1 WILLIAMS CENTER,Tulsa,OK,5604,7499,-424
43.03701,-87.91382,368,WEC ENERGY GROUP,231 WEST MICHIGAN STREET,Milwaukee,WI,8074,7472,939
40.30256,-76.64913,369,HERSHEY,100 CRYSTAL A DRIVE,Hershey,PA,17140,7440,720
34.01785,-84.16473,370,AGCO,4205 RIVER GREEN PARKWAY,Duluth,GA,19795,7411,160.1
40.76404,-73.97166,371,RALPH LAUREN,650 MADISON AVENUE,New York,NY,20500,7405,396
42.26778,-83.24257,372,MASCO,21001 VAN BORN ROAD,Taylor,MI,26000,7357,491
40.43329,-80.00437,373,WESCO INTERNATIONAL,225 WEST STATION SQUARE DRIVE,Pittsburgh,PA,9000,7336,101.6
36.04162,-86.76894,374,LIFEPOINT HEALTH,330 SEVEN SPRINGS WAY,Brentwood,TN,47000,7274,121.9
29.69082,-95.5543,375,NATIONAL OILWELL VARCO,7909 PARKWOOD CIRCLE DRIVE,Houston,TX,36384,7251,-2412
